校正代码,整体序号,操作内容,操作子内容
40012002,3,拆下将后驱动单元接地端子固定到逆变器的螺栓，然后从逆变器上拆下端子。,拆下将后驱动单元接地端子固定到逆变器的螺栓
40012002,3,拆下将后驱动单元接地端子固定到逆变器的螺栓，然后从逆变器上拆下端子。,然后从逆变器上拆下端子
40012002,4,松开将冷却液出口软管固定到 LH 支座的夹子。,松开将冷却液出口软管固定到 LH 支座的夹子。
40012002,5,松开将冷却液出口软管固定到逆变器配件的夹子，然后从逆变器上拆下软管。,松开将冷却液出口软管固定到逆变器配件的夹子
40012002,5,松开将冷却液出口软管固定到逆变器配件的夹子，然后从逆变器上拆下软管。,然后从逆变器上拆下软管
40012002,6,拆下并弃用将 LH 支座固定到副框架的螺母和螺栓。,拆下并弃用将 LH 支座固定到副框架的螺母和螺栓。
40012002,7,拆下将 LH 支座固定到后驱动单元的螺栓，然后从后驱动单元上拆下支座。,拆下将 LH 支座固定到后驱动单元的螺栓，然后从后驱动单元上拆下支座。
40012002,7,拆下将 LH 支座固定到后驱动单元的螺栓，然后从后驱动单元上拆下支座。,拆下将 LH 支座固定到后驱动单元的螺栓，然后从后驱动单元上拆下支座。
40012002,1,将 LH 后驱动单元支座安装到后驱动单元，然后用手拧紧将该支座固定到后驱动单元的螺栓。,将 LH 后驱动单元支座安装到后驱动单元
40012002,1,将 LH 后驱动单元支座安装到后驱动单元，然后用手拧紧将该支座固定到后驱动单元的螺栓。,然后用手拧紧将该支座固定到后驱动单元的螺栓
40012002,2,从右上角的螺栓开始，以逆时针方式分两步拧紧螺栓。,从右上角的螺栓开始，以逆时针方式分两步拧紧螺栓。
40012002,3,安装新螺母和螺栓以将 LH 支柱固定到副框架。,安装新螺母和螺栓以将 LH 支柱固定到副框架。
40012002,4,将冷却液出口软管与逆变器配件相连，然后紧固将软管固定到配件的夹子。,将冷却液出口软管与逆变器配件相连
40012002,4,将冷却液出口软管与逆变器配件相连，然后紧固将软管固定到配件的夹子。,然后紧固将软管固定到配件的夹子
40012002,5,紧固将冷却液出口软管固定到 LH 支座的夹子。,紧固将冷却液出口软管固定到 LH 支座的夹子。
40012002,6,将后驱动单元接地端子安装到逆变器。,将后驱动单元接地端子安装到逆变器。
40012002,7,拆下居中支撑后驱动单元的橡胶块或木块。,拆下居中支撑后驱动单元的橡胶块或木块。
40012002,8,将后副框架总成安装到车辆中。请参阅副框架总成 - 后（拆卸和安装）,将后副框架总成安装到车辆中。请参阅副框架总成 - 后（拆卸和安装）
40012002,9,检查车轮定位，并根据需要进行调节。请参阅四轮定位检查,检查车轮定位，并根据需要进行调节。请参阅四轮定位检查
40011002,1,拆下后副框架总成。请参阅副框架总成 - 后（拆卸和安装）,拆下后副框架总成。请参阅副框架总成 - 后（拆卸和安装）
40011002,2,从副框架总成上拆下后驱动单元。请参阅驱动单元 - 后（拆卸和安装）,从副框架总成上拆下后驱动单元。请参阅驱动单元 - 后（拆卸和安装）
40011002,3,松开将冷却液出口软管固定到后驱动单元的夹子。,松开将冷却液出口软管固定到后驱动单元的夹子。
40011002,4,从冷却器上松开固定冷却液出口软管的弹簧夹，然后从后驱动单元上拆下软管。,从冷却器上松开固定冷却液出口软管的弹簧夹
40011002,4,从冷却器上松开固定冷却液出口软管的弹簧夹，然后从后驱动单元上拆下软管。,然后从后驱动单元上拆下软管
40011002,5,松开将逆变器至冷却器软管固定到冷却器的夹子，然后从冷却器上拆下软管。,松开将逆变器至冷却器软管固定到冷却器的夹子
40011002,5,松开将逆变器至冷却器软管固定到冷却器的夹子，然后从冷却器上拆下软管。,然后从冷却器上拆下软管
40011002,6,松开将逆变器至冷却器软管固定到后驱动单元的夹子。,松开将逆变器至冷却器软管固定到后驱动单元的夹子。
40011002,7,松开将逆变器至冷却器软管固定到逆变器的夹子，然后拆下软管。,松开将逆变器至冷却器软管固定到逆变器的夹子
40011002,7,松开将逆变器至冷却器软管固定到逆变器的夹子，然后拆下软管。,然后拆下软管
40011002,8,对拆下的驱动单元执行二极管测试。断开驱动单元端的电池至驱动单元高压电缆。在二极管模式中使用万用表，正极 DMM 探针连接逆变器 B-（与高压电池断开连接时），负极探针连接 B+。记录读数。,对拆下的驱动单元执行二极管测试
40011002,8,对拆下的驱动单元执行二极管测试。断开驱动单元端的电池至驱动单元高压电缆。在二极管模式中使用万用表，正极 DMM 探针连接逆变器 B-（与高压电池断开连接时），负极探针连接 B+。记录读数。,断开驱动单元端的电池至驱动单元高压电缆
40011002,8,对拆下的驱动单元执行二极管测试。断开驱动单元端的电池至驱动单元高压电缆。在二极管模式中使用万用表，正极 DMM 探针连接逆变器 B-（与高压电池断开连接时），负极探针连接 B+。记录读数。,在二极管模式中使用万用表
40011002,1,将逆变器至冷却器软管安装到逆变器上，然后用弹簧夹固定软管。,将逆变器至冷却器软管安装到逆变器上
40011002,1,将逆变器至冷却器软管安装到逆变器上，然后用弹簧夹固定软管。,然后用弹簧夹固定软管
40011002,2,安装将逆变器至冷却液软管固定到后驱动单元的夹子。,安装将逆变器至冷却液软管固定到后驱动单元的夹子。
40011002,3,将逆变器至冷却器软管安装到冷却器上，然后用弹簧夹固定软管。,将逆变器至冷却器软管安装到冷却器上
40011002,3,将逆变器至冷却器软管安装到冷却器上，然后用弹簧夹固定软管。,然后用弹簧夹固定软管
40011002,4,将冷却液出口软管安装到冷却器上，然后用弹簧夹固定软管。,将冷却液出口软管安装到冷却器上
40011002,4,将冷却液出口软管安装到冷却器上，然后用弹簧夹固定软管。,然后用弹簧夹固定软管
40011002,5,固定将冷却液出口软管固定到后驱动单元的夹子。,固定将冷却液出口软管固定到后驱动单元的夹子。
40011002,6,安装后驱动单元。请参阅驱动单元 - 后（拆卸和安装）,安装后驱动单元。请参阅驱动单元 - 后（拆卸和安装）
40011002,7,安装后副框架总成。请参阅副框架总成 - 后（拆卸和安装）,安装后副框架总成。请参阅副框架总成 - 后（拆卸和安装）
40011002,8,使用 Toolbox 执行Rear Drive Unit - Remove and Replace 自动故障诊断。,使用 Toolbox 执行Rear Drive Unit - Remove and Replace 自动故障诊断。
40011002,8,使用 Toolbox 执行Rear Drive Unit - Remove and Replace 自动故障诊断。,使用 Toolbox 执行Rear Drive Unit - Remove and Replace 自动故障诊断。
40011002,9,检查车轮定位，并根据需要进行调节。请参阅四轮定位检查。,检查车轮定位，并根据需要进行调节。请参阅四轮定位检查。
40011001,1,拆下后副框架总成。请参阅副框架总成 - 后（拆卸和安装）,拆下后副框架总成。请参阅副框架总成 - 后（拆卸和安装）
40011001,2,断开电气线束与逆变器低压连接器的连接。,断开电气线束与逆变器低压连接器的连接。
40011001,3,松开将低压电气线束固定到逆变器的夹子。,松开将低压电气线束固定到逆变器的夹子。
40011001,4,松开夹子，从逆变器冷却液入口处断开后驱动单元入口软管，然后塞住入口。,松开夹子
40011001,4,松开夹子，从逆变器冷却液入口处断开后驱动单元入口软管，然后塞住入口。,从逆变器冷却液入口处断开后驱动单元入口软管
40011001,4,松开夹子，从逆变器冷却液入口处断开后驱动单元入口软管，然后塞住入口。,然后塞住入口
40011001,5,松开将后驱动单元入口软管固定到高压线束支架的夹子，然后从后驱动单元上拆下软管。,松开将后驱动单元入口软管固定到高压线束支架的夹子
40011001,5,松开将后驱动单元入口软管固定到高压线束支架的夹子，然后从后驱动单元上拆下软管。,然后从后驱动单元上拆下软管
40011001,6,拆下将高压线束支架固定到逆变器的螺栓。,拆下将高压线束支架固定到逆变器的螺栓。
40011001,7,滑动释放装置，将后驱动单元至高压电池线束的后驱动单元高压连接器把手从固定位置解锁。,滑动释放装置
40011001,7,滑动释放装置，将后驱动单元至高压电池线束的后驱动单元高压连接器把手从固定位置解锁。,将后驱动单元至高压电池线束的后驱动单元高压连接器把手从固定位置解锁
40011001,8,将后驱动单元高压连接器上的把手抬至最高处。,将后驱动单元高压连接器上的把手抬至最高处。
40011001,9,从后驱动单元高压接头上拆下后驱动单元高压连接器。,从后驱动单元高压接头上拆下后驱动单元高压连接器。
40011001,10,松开将 LH 后防抱死制动系统车轮转速传感器连接器固定到副框架的夹子，然后断开副框架线束与连接器的连接。,松开将 LH 后防抱死制动系统车轮转速传感器连接器固定到副框架的夹子
40011001,10,松开将 LH 后防抱死制动系统车轮转速传感器连接器固定到副框架的夹子，然后断开副框架线束与连接器的连接。,然后断开副框架线束与连接器的连接
40011001,11,松开夹子，然后拆下将 LH 后防抱死制动系统车轮转速传感器电缆固定到后万向节和支架的索环。,松开夹子
40011001,11,松开夹子，然后拆下将 LH 后防抱死制动系统车轮转速传感器电缆固定到后万向节和支架的索环。,然后拆下将 LH 后防抱死制动系统车轮转速传感器电缆固定到后万向节和支架的索环
40011001,12,拆下并弃用将 LH 后防抱死制动系统车轮转速传感器固定到万向节的螺栓，然后从万向节上拆下传感器。,拆下并弃用将 LH 后防抱死制动系统车轮转速传感器固定到万向节的螺栓
40011001,12,拆下并弃用将 LH 后防抱死制动系统车轮转速传感器固定到万向节的螺栓，然后从万向节上拆下传感器。,然后从万向节上拆下传感器
40011001,13,拆下并弃用螺母，然后拆下将 LH 半轴固定到轮毂总成的垫圈。,拆下并弃用螺母
40011001,13,拆下并弃用螺母，然后拆下将 LH 半轴固定到轮毂总成的垫圈。,然后拆下将 LH 半轴固定到轮毂总成的垫圈
40011001,14,拆下将 LH 后制动盘固定到轮毂的螺栓。,拆下将 LH 后制动盘固定到轮毂的螺栓。
40011001,15,向 LH 后制动盘上安装轮毂拉拔器，然后将拉拔器垫圈 和轮毂螺母 安装到制动盘螺柱上并用手拧紧。,向 LH 后制动盘上安装轮毂拉拔器
40011001,15,向 LH 后制动盘上安装轮毂拉拔器，然后将拉拔器垫圈 和轮毂螺母 安装到制动盘螺柱上并用手拧紧。,然后将拉拔器垫圈 和轮毂螺母 安装到制动盘螺柱上并用手拧紧
40011001,16,使用轮毂拉拔器将 LH 后半轴从轮毂花键上松开。,使用轮毂拉拔器将 LH 后半轴从轮毂花键上松开。
40011001,17,从 LH 后制动盘螺柱上拆下轮毂螺母 和拉拔器垫圈，然后从制动盘上拆下轮毂拉拔器。,从 LH 后制动盘螺柱上拆下轮毂螺母 和拉拔器垫圈
40011001,17,从 LH 后制动盘螺柱上拆下轮毂螺母 和拉拔器垫圈，然后从制动盘上拆下轮毂拉拔器。,然后从制动盘上拆下轮毂拉拔器
40011001,18,安装将 LH 制动盘固定到轮毂的螺栓。,安装将 LH 制动盘固定到轮毂的螺栓。
40011001,19,拆下将 LH 上部尾连杆固定到万向节的螺栓和螺母。,拆下将 LH 上部尾连杆固定到万向节的螺栓和螺母。
40011001,20,拆下将 LH 上部前连杆固定到万向节的螺栓和螺母。,拆下将 LH 上部前连杆固定到万向节的螺栓和螺母。
40011001,21,拆下将 LH 后止推杆固定到万向节的螺栓和螺母。,拆下将 LH 后止推杆固定到万向节的螺栓和螺母。
40011001,22,从万向节和轮毂总成上拆下 LH 后半轴。,从万向节和轮毂总成上拆下 LH 后半轴。
40011001,23,将轴拆卸工具电缆置于 LH 后驱动单元半轴内侧接头的周围，然后使用电缆扎带将轴拆卸工具电缆固定在适当位置。,将轴拆卸工具电缆置于 LH 后驱动单元半轴内侧接头的周围
40011001,23,将轴拆卸工具电缆置于 LH 后驱动单元半轴内侧接头的周围，然后使用电缆扎带将轴拆卸工具电缆固定在适当位置。,然后使用电缆扎带将轴拆卸工具电缆固定在适当位置
40011001,24,将轴拆卸工具滑动锤挂在 2 个轴拆卸工具电缆环上，然后使用滑动锤将半轴从驱动单元上松开。,将轴拆卸工具滑动锤挂在 2 个轴拆卸工具电缆环上
40011001,24,将轴拆卸工具滑动锤挂在 2 个轴拆卸工具电缆环上，然后使用滑动锤将半轴从驱动单元上松开。,然后使用滑动锤将半轴从驱动单元上松开
40011001,25,在助手的帮助下，从后驱动单元上拆下 LH 后驱动单元半轴，然后向变速箱的开口中安装半轴塞。,从后驱动单元上拆下 LH 后驱动单元半轴
40011001,25,在助手的帮助下，从后驱动单元上拆下 LH 后驱动单元半轴，然后向变速箱的开口中安装半轴塞。,然后向变速箱的开口中安装半轴塞
40011001,26,在后驱动单元 RH 侧重复第 10 步至第 25 步。,在后驱动单元 RH 侧重复第 10 步至第 25 步。
40011001,27,断开解析器连接器上的电气线束。,断开解析器连接器上的电气线束。
40011001,28,断开电气线束与机油泵连接器的连接。,断开电气线束与机油泵连接器的连接。
40011001,29,将驱动单元吊索工具固定到后驱动单元。,将驱动单元吊索工具固定到后驱动单元。
40011001,30,将驱动单元支座置于起重机架下方。,将驱动单元支座置于起重机架下方。
40011001,31,将驱动单元吊索工具固定到起重机架上。,将驱动单元吊索工具固定到起重机架上。
40011001,32,升起吊索工具，使拉索处于轻度张紧状态。,升起吊索工具，使拉索处于轻度张紧状态。
40011001,33,拆下将后驱动单元 LH 支座固定到后副框架的螺栓和螺母。,拆下将后驱动单元 LH 支座固定到后副框架的螺栓和螺母。
40011001,34,拆下将后驱动单元 RH 套管固定到后副框架的螺栓和螺母。,拆下将后驱动单元 RH 套管固定到后副框架的螺栓和螺母。
40011001,35,拆下将后驱动单元后部套管固定到后副框架的螺栓和螺母。,拆下将后驱动单元后部套管固定到后副框架的螺栓和螺母。
40011001,36,升起驱动单元吊索工具，以便将后驱动单元从后副框架中提出来。,升起驱动单元吊索工具
40011001,36,升起驱动单元吊索工具，以便将后驱动单元从后副框架中提出来。,以便将后驱动单元从后副框架中提出来
40011001,37,将后驱动单元降到一个空箱或托盘中。,将后驱动单元降到一个空箱或托盘中。
40011001,38,从后驱动单元上拆下驱动单元吊索工具。,从后驱动单元上拆下驱动单元吊索工具。
40011001,1,将驱动单元吊索工具固定到新的后驱动单元。,将驱动单元吊索工具固定到新的后驱动单元。
40011001,2,将新的后驱动单元从箱中取出。,将新的后驱动单元从箱中取出。
40011001,3,在后副框架上方移动新的后驱动单元。,在后副框架上方移动新的后驱动单元。
40011001,4,在助手的帮助下，降下驱动单元吊索工具，以便将新的后驱动单元安装到后副框架中。,降下驱动单元吊索工具
40011001,4,在助手的帮助下，降下驱动单元吊索工具，以便将新的后驱动单元安装到后副框架中。,以便将新的后驱动单元安装到后副框架中
40011001,5,安装并用手拧紧将后驱动单元后部套管固定到后副框架的螺栓和螺母。,安装并用手拧紧将后驱动单元后部套管固定到后副框架的螺栓和螺母。
40011001,6,安装并用手拧紧将后驱动单元 RH 套管固定到后副框架的螺栓和螺母。,安装并用手拧紧将后驱动单元 RH 套管固定到后副框架的螺栓和螺母。
40011001,7,安装并用手拧紧将后驱动单元 LH 支座固定到后副框架的螺栓和螺母。,安装并用手拧紧将后驱动单元 LH 支座固定到后副框架的螺栓和螺母。
40011001,8,降下驱动单元吊索工具，释放拉索上的张力。,降下驱动单元吊索工具，释放拉索上的张力。
40011001,9,从起重机架上拆下驱动单元吊索工具。,从起重机架上拆下驱动单元吊索工具。
40011001,10,从后驱动单元上拆下驱动单元吊索工具。,从后驱动单元上拆下驱动单元吊索工具。
40011001,11,拧紧将后驱动单元固定到后副框架的 LH 支座、RH 套管以及后部套管螺栓和螺母。,拧紧将后驱动单元固定到后副框架的 LH 支座、RH 套管以及后部套管螺栓和螺母。
40011001,12,将电气线束连接到机油泵连接器。,将电气线束连接到机油泵连接器。
40011001,13,将电气线束连接到解析器连接器。,将电气线束连接到解析器连接器。
40011001,14,从变速箱上拆下 LH 半轴塞，然后在助手的帮助下，将 LH 后驱动单元半轴安装到后驱动单元中。,从变速箱上拆下 LH 半轴塞
40011001,14,从变速箱上拆下 LH 半轴塞，然后在助手的帮助下，将 LH 后驱动单元半轴安装到后驱动单元中。,将 LH 后驱动单元半轴安装到后驱动单元中
40011001,15,确认半轴完全就为：小心地将半轴推到驱动单元中，直至半轴端头与小齿轮轴接触发出可以听到的“咔哒声”。将半轴弹性挡圈锁定到位时，可以感觉到半轴上有轻微拉力。拉动半轴内盖，确认弹性挡圈锁定到位。如果半轴从驱动单元上分离，则重新安装半轴，然后测试是否完全就位。,小心地将半轴推到驱动单元中
40011001,15,确认半轴完全就为：小心地将半轴推到驱动单元中，直至半轴端头与小齿轮轴接触发出可以听到的“咔哒声”。将半轴弹性挡圈锁定到位时，可以感觉到半轴上有轻微拉力。拉动半轴内盖，确认弹性挡圈锁定到位。如果半轴从驱动单元上分离，则重新安装半轴，然后测试是否完全就位。,拉动半轴内盖
40011001,15,确认半轴完全就为：小心地将半轴推到驱动单元中，直至半轴端头与小齿轮轴接触发出可以听到的“咔哒声”。将半轴弹性挡圈锁定到位时，可以感觉到半轴上有轻微拉力。拉动半轴内盖，确认弹性挡圈锁定到位。如果半轴从驱动单元上分离，则重新安装半轴，然后测试是否完全就位。,确认弹性挡圈锁定到位
40011001,16,将 LH 半轴安装到轮毂和万向节总成上。,将 LH 半轴安装到轮毂和万向节总成上。
40011001,17,在助手的帮助下，用手拧紧将 LH 止推杆固定到万向节的螺栓和螺母。,在助手的帮助下，用手拧紧将 LH 止推杆固定到万向节的螺栓和螺母。
40011001,18,在助手的帮助下，用手拧紧将 LH 上部前连杆固定到万向节的螺栓和螺母。,在助手的帮助下，用手拧紧将 LH 上部前连杆固定到万向节的螺栓和螺母。
40011001,19,在助手的帮助下，用手拧紧将上部尾连杆固定到万向节的螺栓和螺母。,在助手的帮助下，用手拧紧将上部尾连杆固定到万向节的螺栓和螺母。
40011001,20,安装垫圈，然后安装一个新螺母，将半轴固定到 LH 后轮毂。,安装垫圈
40011001,20,安装垫圈，然后安装一个新螺母，将半轴固定到 LH 后轮毂。,然后安装一个新螺母
40011001,20,安装垫圈，然后安装一个新螺母，将半轴固定到 LH 后轮毂。,将半轴固定到 LH 后轮毂
40011001,21,将 LH 后防抱死制动系统车轮转速传感器安装到万向节，然后安装一个新螺栓，将该传感器固定到万向节。,将 LH 后防抱死制动系统车轮转速传感器安装到万向节
40011001,21,将 LH 后防抱死制动系统车轮转速传感器安装到万向节，然后安装一个新螺栓，将该传感器固定到万向节。,然后安装一个新螺栓
40011001,21,将 LH 后防抱死制动系统车轮转速传感器安装到万向节，然后安装一个新螺栓，将该传感器固定到万向节。,将该传感器固定到万向节
40011001,22,紧固夹子，然后安装将 LH 后防抱死制动系统车轮转速传感器电缆固定到 LH 后万向节和支架的索环。,紧固夹子
40011001,22,紧固夹子，然后安装将 LH 后防抱死制动系统车轮转速传感器电缆固定到 LH 后万向节和支架的索环。,然后安装将 LH 后防抱死制动系统车轮转速传感器电缆固定到 LH 后万向节和支架的索环
40011001,23,将副框架线束与 LH 后防抱死制动系统车轮转速传感器连接器相连，然后紧固将该连接器固定到后副框架的夹子。,将副框架线束与 LH 后防抱死制动系统车轮转速传感器连接器相连
40011001,23,将副框架线束与 LH 后防抱死制动系统车轮转速传感器连接器相连，然后紧固将该连接器固定到后副框架的夹子。,然后紧固将该连接器固定到后副框架的夹子
40011001,24,在后驱动单元 RH 侧重复第14 步至第 23 步。,在后驱动单元 RH 侧重复第14 步至第 23 步。
40011001,25,将后驱动单元至高压电池线束的后驱动单元高压连接器上的把手抬至最高处。,将后驱动单元至高压电池线束的后驱动单元高压连接器上的把手抬至最高处。
40011001,26,将高压连接器专用工具安装到后驱动单元高压连接器上。,将高压连接器专用工具安装到后驱动单元高压连接器上。
40011001,27,用双手将后驱动单元至高压电池线束的后驱动单元高压连接器牢固连接到后驱动单元高压接头上。,用双手将后驱动单元至高压电池线束的后驱动单元高压连接器牢固连接到后驱动单元高压接头上。
40011001,28,从后驱动单元高压连接器上拆下高压连接器专用工具。,从后驱动单元高压连接器上拆下高压连接器专用工具。
40011001,29,将后驱动单元高压连接器按压到后驱动单元高压接头上，同时将把手降至最低处。,将后驱动单元高压连接器按压到后驱动单元高压接头上
40011001,29,将后驱动单元高压连接器按压到后驱动单元高压接头上，同时将把手降至最低处。,同时将把手降至最低处
40011001,30,滑动释放装置，将后驱动单元高压连接器把手锁定在固定位置。,滑动释放装置
40011001,30,滑动释放装置，将后驱动单元高压连接器把手锁定在固定位置。,将后驱动单元高压连接器把手锁定在固定位置
40011001,31,确认后驱动单元高压连接器完全就位，然后比对连接器的两侧，确认已正确固定到位。,确认后驱动单元高压连接器完全就位，然后比对连接器的两侧，确认已正确固定到位。
40011001,32,安装将高压线束支架固定到逆变器的螺栓。,安装将高压线束支架固定到逆变器的螺栓。
40011001,33,将后驱动单元入口软管与逆变器冷却液入口相连，然后紧固夹子。,将后驱动单元入口软管与逆变器冷却液入口相连
40011001,33,将后驱动单元入口软管与逆变器冷却液入口相连，然后紧固夹子。,然后紧固夹子
40011001,34,紧固将后驱动单元入口软管固定到高压线束支架的夹子。,紧固将后驱动单元入口软管固定到高压线束支架的夹子。
40011001,35,将电气线束连接到逆变器低压连接器。,将电气线束连接到逆变器低压连接器。
40011001,36,紧固将低压电气线束固定到逆变器的夹子。,紧固将低压电气线束固定到逆变器的夹子。
40011001,37,安装后副框架总成。请参阅副框架总成 - 后（拆卸和安装）,安装后副框架总成。请参阅副框架总成 - 后（拆卸和安装）
40011001,38,检查车轮定位，并根据需要进行调节。请参阅四轮定位检查,检查车轮定位，并根据需要进行调节。请参阅四轮定位检查
40014002,1,拆下中间流线型护板。请参阅面板 - 流线型护板 - 中间（拆卸和更换）。,拆下中间流线型护板。请参阅面板 - 流线型护板 - 中间（拆卸和更换）。
40014002,2,在后驱动单元下方放置冷却液排放容器。,在后驱动单元下方放置冷却液排放容器。
40014002,3,松开将软管固定到 55 度液力联轴节的夹子，然后拆下软管。,松开将软管固定到 55 度液力联轴节的夹子
40014002,3,松开将软管固定到 55 度液力联轴节的夹子，然后拆下软管。,然后拆下软管
40014002,4,用堵头塞住软管。,用堵头塞住软管。
40014002,5,拆下将 55 度液力联轴节固定到后轮驱动单元的紧固件。,拆下将 55 度液力联轴节固定到后轮驱动单元的紧固件。
40014002,6,从后轮驱动单元上拆下 55 度液力联轴节。,从后轮驱动单元上拆下 55 度液力联轴节。
40014002,7,将堵头塞入后轮驱动单元 55 度液力联轴节开口。,将堵头塞入后轮驱动单元 55 度液力联轴节开口。
40014002,1,用冷却液润滑 55 度液力联轴节 O 型环。,用冷却液润滑 55 度液力联轴节 O 型环。
40014002,2,执行逆变器冷却液泄漏测试。请参阅逆变器冷却液泄漏测试。,执行逆变器冷却液泄漏测试。请参阅逆变器冷却液泄漏测试。
40014002,3,再充注冷却液。请参阅动力总成冷却液（排空和再充注）。,再充注冷却液。请参阅动力总成冷却液（排空和再充注）。
40014002,4,取出后轮驱动单元 55 度液力联轴节开口内的堵头。,取出后轮驱动单元 55 度液力联轴节开口内的堵头。
40014002,5,将55 度液力联轴节安装到后轮驱动单元。,将55 度液力联轴节安装到后轮驱动单元。
40014002,6,拧紧将 55 度液力联轴节固定到后轮驱动单元的紧固件。,拧紧将 55 度液力联轴节固定到后轮驱动单元的紧固件。
40014002,7,取出软管内的堵头。,取出软管内的堵头。
40014002,8,将软管与55 度液力联轴节连接，然后用夹子固定软管。,将软管与55 度液力联轴节连接，然后用夹子固定软管。
40014002,8,将软管与55 度液力联轴节连接，然后用夹子固定软管。,将软管与55 度液力联轴节连接，然后用夹子固定软管。
40014002,9,取走后驱动单元下方的冷却液排放容器。,取走后驱动单元下方的冷却液排放容器。
40014002,10,安装中间流线型护板。请参阅面板 - 流线型护板 - 中间（拆卸和更换）,安装中间流线型护板。请参阅面板 - 流线型护板 - 中间（拆卸和更换）
40014202,1,拆下 LH 后驱动单元支座。请参阅支座 - 后驱动单元 - LH（拆卸和更换）,拆下 LH 后驱动单元支座。请参阅支座 - 后驱动单元 - LH（拆卸和更换）
40014202,2,拆下将直型液力联轴节固定到后驱动单元逆变器的螺栓。,拆下将直型液力联轴节固定到后驱动单元逆变器的螺栓。
40014202,3,拆下直型液力联轴节。,拆下直型液力联轴节。
40014202,1,用冷却液润滑直型液力联轴节 O 型环。,用冷却液润滑直型液力联轴节 O 型环。
40014202,2,将直型液力联轴节安装到后驱动单元逆变器上，然后安装一个新螺栓，将联轴节固定到逆变器上。,将直型液力联轴节安装到后驱动单元逆变器上
40014202,2,将直型液力联轴节安装到后驱动单元逆变器上，然后安装一个新螺栓，将联轴节固定到逆变器上。,然后安装一个新螺栓
40014202,2,将直型液力联轴节安装到后驱动单元逆变器上，然后安装一个新螺栓，将联轴节固定到逆变器上。,将联轴节固定到逆变器上
40014202,3,安装 LH 后驱动单元支座。请参阅支座 - 后驱动单元 - LH（拆卸和更换）。,安装 LH 后驱动单元支座。请参阅支座 - 后驱动单元 - LH（拆卸和更换）。
